,Titre,sstitre,Auteur,Editeur,Date,prets,Nombre de prêts par exemplaire,exemplaires,localisations,Langue,cat,tauxemprunt
72479,Kuessipan , ,Naomi Fontaine,le Serpent à plumes,2015,15.0,1.6666666666666667,9.0,9.0,français,LFRA Litterature francaise,7.0
271552,Les diaboliques de Barbey d'Aurevilly , ,Pascale Auraix-Jonchière,Gallimard,1999,1.0,0.2,5.0,5.0,français,LFRA Litterature francaise,1.0
389115,Railsea , ,China Miéville,Pan books,2013,0.0,0.0,1.0,1.0,anglais,LBRI Litterature britannique,0.0
216722,Falling Man , ,Don DeLillo,Picador,2011,2.0,2.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,8.0
262885,Les démons de la haute mer , ,Edouard Peisson,Flammarion,1948,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
345091,La tentation américaine , ,Pierre Furlan,Actes sud,1993,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
129605,Noir roman , ,Viviane Moore,Librairie des Champs-Élysées,1997,6.0,3.0,2.0,2.0,français,LFRA Litterature francaise,12.0
19114,Beignets de tomates vertes , ,Fannie Flagg,J'ai lu,2009,65.0,5.416666666666667,12.0,12.0,français,LBRI Litterature britannique,23.0
290127,Les histoires du Petit Chaperon Rouge , ,Josette Andress,Atelier de l'Oiseau magique, ,1.0,1.0,1.0,1.0,français,D802 Anthologies litteraires,4.0
350671,La Ruelle de Moscou , ,Ilʹâ Grigorʹevič Èrenburg,le Livre de poche,1974,0.0,0.0,1.0,1.0,français,LRUS Litterature russe et sovietique,0.0
65851,Le cercle celtique , ,Björn Larsson,Gallimard,2013,17.0,8.5,2.0,2.0,français,LNOR Litterature nordique,35.0
26804,La mort dans les bois , ,Tana French,M. Lafon,2008,48.0,2.6666666666666665,18.0,18.0,français,LBRI Litterature britannique,11.0
12956,"Moi, Jean Gabin ", ,Goliarda Sapienza,Attila,2012,89.0,2.6176470588235294,34.0,34.0,français,LFRA Litterature francaise,11.0
133586,Dawa , ,Julien Suaudeau,Éditions Points,2015,6.0,2.0,3.0,3.0,français,LNAM Litterature nord-americaine,8.0
17939,Dortoir interdit ,"Agence 13, les paradis inhabitables",Serge Brussolo,Fleuve noir,2009,68.0,2.9565217391304346,23.0,23.0,français,LFRA Litterature francaise,12.0
417992,Destin et commentaires , ,Radoslav Petković,Gaïa éd.,1998,0.0,0.0,2.0,2.0,français,LBAL Litterature des Balkans,0.0
57389,Le manuel de la mauvaise mère , ,Kate Long,Nil éd.,2006,21.0,3.0,7.0,7.0,français,LBRI Litterature britannique,12.0
113870,Pièces noires , ,Jean Anouilh,la Table ronde,2008,8.0,1.3333333333333333,6.0,6.0,français,LFRA Litterature francaise,6.0
157139,The book of numbers , ,Joshua Cohen,Harvill Secker,2015,5.0,0.8333333333333334,6.0,6.0,anglais,LNAM Litterature nord-americaine,3.0
62358,Construire un feu , ,Jack London,Actes Sud junior,1997,18.0,1.125,16.0,15.0,français,LNAM Litterature nord-americaine,5.0
223443,Personne n'est parfait , ,Patrick Mosconi,Syros,2010,2.0,0.4,5.0,5.0,français,LFRA Litterature francaise,2.0
41690,Drôle de terrier , ,Jean-Côme Noguès,Milan,1998,30.0,2.0,15.0,14.0,français,LFRA Litterature francaise,8.0
361754,L'extase matérielle , ,Jean-Marie Gustave Le Clézio,Éd. du Rocher,1999,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
260993,Mesure de la France , ,Pierre Drieu la Rochelle,B. Grasset,1964,1.0,1.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",4.0
150849,L'invention de la Vénus de Milo , ,Takis Theodoropoulos,S. Wespieser,2008,5.0,1.0,5.0,5.0,français,LBAL Litterature des Balkans,4.0
127088,Les Aventures de Nick Adams , ,Ernest Hemingway,Gallimard,1977,7.0,3.5,2.0,2.0,français,LNAM Litterature nord-americaine,15.0
256768,Dina dessine un plan ,Dinomir le géant,Ellen Blance,O.C.D.L,1977,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
234812,"Heather, par-dessus tout ", ,Matthew Weiner,Gallimard,2017,2.0,0.09523809523809523,21.0,21.0,français,LNAM Litterature nord-americaine,0.0
320387,Crimes sans châtiments , ,Thierry Malleret,Maxima,2002,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
34160,Les yeux des morts , ,Elsa Marpeau,Gallimard,2010,38.0,3.8,10.0,10.0,français,LFRA Litterature francaise,16.0
110087,Le vieux qui ne voulait pas fêter son anniversaire , ,Jonas Jonasson,Pocket,2013,8.0,8.0,1.0,1.0,français,LNOR Litterature nordique,33.0
310448,Une mer couleur de vin , ,Patrick O'Brian,Presses de la Cité,2002,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
363887,Un simple , ,Edouard Estaunié,J. Ferenczi et fils,1927,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
94538,Le roi des cimes ,Les rois-dragons,Stephen Deas,Pygmalion,2011,10.0,3.3333333333333335,3.0,3.0,français,LBRI Litterature britannique,14.0
45070,Rose Bonbon , ,Adela Turin,Actes Sud junior,2008,28.0,2.5454545454545454,11.0,11.0,français,LFRA Litterature francaise,11.0
270188,Au bout des rues obscures , ,Dorothy Salisbury Davis,Payot et Rivages,1999,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
24990,La splendeur dans l'herbe , ,Patrick Lapeyre,POL,2016,51.0,1.8214285714285714,28.0,28.0,français,LFRA Litterature francaise,8.0
99917,Meshugah , ,Isaac Bashevis-Singer,Denoël,1995,10.0,1.25,8.0,8.0,français,LNAM Litterature nord-americaine,5.0
218179,J'avais deux camarades , ,Hans Peter Richter,Mazarine ;LGF,1995,2.0,0.2222222222222222,9.0,8.0,français,LGER Litterature germanique,1.0
398141,Zander Devlin ,La meute Mercure,Suzanne Wright,Milady,2018,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
446888,"Au secours, Scarlett ! ", ,Maureen Johnson,Gallimard jeunesse,2014,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
114303,"The White silence, and other short stories ", ,Jack London,Librairie générale française,1989,8.0,2.0,4.0,4.0,français,LNAM Litterature nord-americaine,8.0
163787,Ein Kind , ,Thomas Bernhard,Deutscher Taschenbuch-Verlag,1988,4.0,2.0,2.0,2.0,allemand,LGER Litterature germanique,8.0
89843,Mauvaise caisse ! , ,Ole Könnecke,l'École des loisirs,1996,11.0,1.2222222222222223,9.0,7.0,français,LGER Litterature germanique,5.0
808,Vengeance en eau froide , ,Anne Perry,10-18,2016,401.0,9.78048780487805,41.0,40.0,français,LBRI Litterature britannique,41.0
429805,Zaïna et le fils du vent , ,Charlotte Bousquet,Yomad,1999,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
109938,Daisy , ,Rodrigo García,les Solitaires intempestifs,2014,8.0,4.0,2.0,2.0,français,LESP Litterature espagnole,17.0
3196,Théo part en colo , ,Chadia Chaïbi-Loueslati,Larousse,2016,214.0,7.379310344827586,29.0,27.0,français,LFRA Litterature francaise,31.0
293059,Quelques heures cruciales dans le dojo du président de la Grande Russie , ,Macha Fogel,Lemieux éditeur,2015,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
70667,Hier , ,Agota Kristof,Éd. du Seuil,1996,16.0,1.6,10.0,10.0,français,LFRA Litterature francaise,7.0
231328,Meiguo zong shen , ,Neil Gaiman,Beijing lian he chu ban gong si,2017,2.0,2.0,1.0,1.0,chinois,LNAM Litterature nord-americaine,8.0
128259,"Hans, mon hérisson ", ,Jacob Grimm,Gallimard,1979,6.0,0.4,15.0,12.0,français,LGER Litterature germanique,2.0
113975,La fausse porte , ,Xavier Houssin,Stock,2011,8.0,0.8,10.0,10.0,français,LFRA Litterature francaise,3.0
173917,0Romans ,Romans,Jean-Edern Hallier,A. Michel,1982,4.0,4.0,1.0,1.0,français,LFRA Litterature francaise,17.0
440397,L' Étrangère , ,Michel Morcrette,Flammarion,1988,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
248883,Edge of eternity , ,Ken Follett,Dutton,2014,2.0,2.0,1.0,1.0,anglais,LBRI Litterature britannique,8.0
312852,0L'Intégrale ,L'Intégrale / Sir Arthur Conan Doyle .,Arthur Conan Doyle,NÉO,1988,1.0,1.0,1.0,1.0,français,LBRI Litterature britannique,4.0
445607,Le Professeur est nu , ,Jean-Marie Alfroy,Gallimard,1985,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
57860,Le faucon de Malte , ,Dashiell Hammett,Gallimard,1999,20.0,2.2222222222222223,9.0,9.0,français,LNAM Litterature nord-americaine,9.0
244139,"Moi, je suis maîtresse ",On dirait que....,Patricia Berreby,Casterman,2000,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
264010,Oeuvres , ,Paul Valéry,Gallimard,1975,1.0,0.2,5.0,5.0,français,LFRA Litterature francaise,1.0
94448,Le bouclier de givre ,Psi-changeling,Nalini Singh,Milady,2016,10.0,10.0,1.0,1.0,français,LAUS Litterature australienne et du Pacifique,42.0
81995,La communauté universelle , ,Eugène Green,Gallimard,2011,13.0,1.0833333333333333,12.0,12.0,français,LFRA Litterature francaise,5.0
314895,Ailleurs et autrement , ,Diane de Margerie,Flammarion,1980,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
214547,"Montesquieu, les  Lettres persanes  ", ,Céline Spector,Presses universitaires de France,1997,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
85824,La malédiction du maître ,Chroniques de la tour,Laura Gallego García,Éd. J'ai lu,2008,12.0,3.0,4.0,4.0,français,LESP Litterature espagnole,12.0
310501,"Chouette, je redoubles̲ ! ", ,Jean-Pierre Kerloc'h,Messidor-la Farandole,1989,1.0,0.25,4.0,3.0,français,LFRA Litterature francaise,1.0
253403,The harsh cry of the heron , ,Lian Hearn,Macmillan,2006,1.0,1.0,1.0,1.0,anglais,LBRI Litterature britannique,4.0
226520,Word processor of the gods  , ,Stephen King,Pocket,2006,2.0,2.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,8.0
238975,Si toi aussi tu m'abandonnes , ,Claudia Rankine,J. Corti,2010,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
36673,One day , ,David Nicholls,Vintage Books,2010,35.0,2.5,14.0,14.0,anglais,LBRI Litterature britannique,10.0
374991,Une femme de terrain , ,Olivier Dutaillis,Actes sud,1994,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
274169,Le royaume invisible , ,Kathleen Raine,la Différence,1991,1.0,0.5,2.0,2.0,français,Littérature étrangère,2.0
390540,En territoire cheyenne , ,Éric Chevillard,Fata Morgana,2009,0.0,0.0,4.0,4.0,français,LFRA Litterature francaise,0.0
14887,Sunshine ,Sunshine,Paige McKenzie,Hachette,2016,80.0,3.6363636363636362,22.0,21.0,français,LNAM Litterature nord-americaine,15.0
176902,At home , ,Bill Bryson,Doubleday,2010,4.0,2.0,2.0,2.0,anglais,LBRI Litterature britannique,8.0
74473,Que faites-vous cher ami ? , ,Sesyle Joslin,l'Ecole des Loisirs,1979,15.0,1.5,10.0,9.0,français,LBRI Litterature britannique,6.0
23023,Le géant et le gigot , ,Christian Oster,l'École des loisirs,2011,55.0,2.037037037037037,27.0,25.0,français,LFRA Litterature francaise,8.0
194986,L'héritage , ,John Grisham,R. Laffont,2003,3.0,0.6,5.0,5.0,français,LNAM Litterature nord-americaine,3.0
219894,La littérature enfantine , ,Isabelle Jan,Les éd. ouvrières ;Dessain et Tolra,1985,2.0,2.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",8.0
75230,Dernier tramway pour les Champs-Elysées , ,James Lee Burke,Rivages,2011,14.0,7.0,2.0,2.0,français,LNAM Litterature nord-americaine,29.0
219299,Album Georges Perec , ,Claude Burgelin,Gallimard,2017,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
431391,Le voyage du négrier , ,Paula Fox,Hachette jeunesse,1992,0.0,0.0,3.0,3.0,français,LFRA Litterature francaise,0.0
363796,Le train fantôme , ,Stéphane Guibourgé,Flammarion,2001,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
409338,Sahara , ,Luis Leante,Points,2011,0.0,0.0,1.0,1.0,français,LESP Litterature espagnole,0.0
167831,Une vie de chien , ,Peter Mayle,Seuil,1999,4.0,4.0,1.0,1.0,français,LBRI Litterature britannique,17.0
374252,Pélicans-les-Bains , ,Roland Sadaune,Ravet-Anceau,2009,0.0,0.0,1.0,1.0,français,Romans en langue francaise,0.0
153534,Emotionally Weird , ,Kate Atkinson,Picador,2000,5.0,5.0,1.0,1.0,anglais,LBRI Litterature britannique,21.0
413391,Les contes de Charles Perrault , ,Charles Perrault,EPM;[distrib. Socadisc],2014,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
171464,La maison des fées ,La maison des fées,Kelly McKain,Milan jeunesse,2011,4.0,4.0,1.0,1.0,français,LBRI Litterature britannique,17.0
47380,0Oeuvres , ,Philippe Jaccottet,Gallimard,2014,26.0,2.6,10.0,10.0,français,LFRA Litterature francaise,11.0
383129,Ne pas dépasser la dose prescrite , ,Peter Lovesey,Librairie des Champs-Elysées,2001,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
127760,"Ensemble, c'est tout ", ,Anna Gavalda,Éd. de la Seine,2006,7.0,7.0,1.0,1.0,français,LFRA Litterature francaise,29.0
376781,Braves petits ânes... , ,Hilda Perera,F. Nathan,1980,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
353108,Les Amis d'une toute petite fille , ,Joyce Lankester Brisley,Hachette,1982,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
234206,Camp Boiro , ,Alsény René Gomez,l'Harmattan,2007,2.0,2.0,1.0,1.0,français,LAFR Litterature africaine sub-saharienne,8.0
141135,Piégés dans le Yellowstone , ,C. J. Box,Points,2014,6.0,6.0,1.0,1.0,français,LNAM Litterature nord-americaine,25.0
153749,Yansan des orages , ,Jorge Amado,Stock,1989,5.0,1.25,4.0,4.0,français,LPOR Litterature portugaise,5.0
89817,Une mélancolie arabe , ,Abdellah Taïa,Points,2010,11.0,3.6666666666666665,3.0,3.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,15.0
439766,Molière double , ,Roger Ikor,Presses universitaires de France,1977,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
114614,Une messe en prison ,Nouvelles / Chester Himes.,Chester Himes,Gallimard,1997,8.0,1.6,5.0,5.0,français,LNAM Litterature nord-americaine,7.0
210731,C'est aujourd'hui toujours , ,Alain Jouffroy,Gallimard,2005,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
